sample_id,t_delta,t_start,t_end,psnr,clip_similarity_target_image,combined_quality_score
39,0.0,0.0,0.0,20.681493759155277,24.29124641418457,0.3966420453809314
40,0.0,0.0,0.0,28.35824012756348,27.973302841186523,0.6247285016896325
41,0.0,0.0,0.0,21.74544715881348,19.72920608520508,0.33341433596895
42,0.0,0.0,0.0,33.74433135986328,22.335168838500977,0.6310367103602845
43,0.0,0.0,0.0,27.70575714111328,22.431615829467773,0.5075792935974761
44,0.0,0.0,0.0,23.71418190002441,20.886110305786133,0.39588360062028916
45,0.0,0.0,0.0,29.91665267944336,24.397602081298828,0.5901994362668443
46,0.0,0.0,0.0,35.60089111328125,22.62199592590332,0.6749110053943838
47,0.0,0.0,0.0,19.056381225585938,19.91139411926269,0.28104031842874216
48,0.0,0.0,0.0,35.381561279296875,21.8908748626709,0.6566913778346746
49,0.0,0.0,0.0,31.512121200561523,18.38085174560547,0.5107980501585596
50,0.0,0.0,0.0,26.530658721923828,19.99147605895996,0.43757974979384817
51,0.0,0.0,0.0,27.536958694458008,25.98630142211914,0.5705407889268016
52,0.0,0.0,0.0,29.05159950256348,18.99249649047852,0.47119449543489356
53,0.0,0.0,0.0,27.615692138671875,22.59153938293457,0.5087011724710346
54,0.0,0.0,0.0,25.660648345947266,22.86014175415039,0.47316900146090435
55,0.0,0.0,0.0,26.7191104888916,24.376873016357425,0.5234838815682206
56,0.0,0.0,0.0,23.33995819091797,23.48886489868164,0.43678535153013276
57,0.0,0.0,0.0,20.863304138183597,23.60059928894043,0.38750019243074263
58,0.0,0.0,0.0,25.70112609863281,20.231664657592773,0.4248632753725504
59,0.0,0.0,0.0,32.01616668701172,21.921703338623047,0.5874579751794022
60,0.0,0.0,0.0,37.418365478515625,21.561569213867188,0.6927845535261352
61,0.0,0.0,0.0,21.11176300048828,23.511228561401367,0.39098309072665083
62,0.0,0.0,0.0,29.429597854614254,22.462011337280277,0.5439059679920354
63,0.0,0.0,0.0,26.13207244873047,22.772872924804688,0.48131626234607694
64,0.0,0.0,0.0,22.062061309814453,23.102792739868164,0.4030588936295905
65,0.0,0.0,0.0,26.469444274902344,23.50089263916016,0.5019264983628503
66,0.0,0.0,0.0,28.955368041992188,26.991945266723636,0.618766262221563
67,0.0,0.0,0.0,26.356355667114254,24.28603172302246,0.5142606188877673
68,0.0,0.0,0.0,31.091609954833984,24.2874813079834,0.6125131157565403
69,0.0,0.0,0.0,26.638702392578125,14.676252365112305,0.34044071775550055
70,0.0,0.0,0.0,34.035552978515625,27.661693572998047,0.7366691708263855
71,0.0,0.0,0.0,39.944950103759766,23.05802345275879,0.7731741974787878
72,0.0,0.0,0.0,32.891456604003906,18.467735290527344,0.5410346770597135
73,0.0,0.0,0.0,27.25651741027832,25.240819931030277,0.5507849996188203
74,0.0,0.0,0.0,30.44820785522461,22.47614479064941,0.5652996855857093
75,0.0,0.0,0.0,29.506105422973636,17.11311912536621,0.4454832594483248
76,0.0,0.0,0.0,29.83099937438965,20.95486640930176,0.5240528990930706
77,0.0,0.0,0.0,23.18558883666992,25.59223175048828,0.47291044219708045
78,0.0,0.0,0.0,30.989452362060547,17.403167724609375,0.48167607585927663
79,0.0,0.0,0.0,32.19395446777344,22.249513626098636,0.5972750635945046
80,0.0,0.0,0.0,33.03482437133789,25.07255744934082,0.6675008275970054
81,0.0,0.0,0.0,25.312721252441406,22.808263778686523,0.4649818247341173
82,0.0,0.0,0.0,28.725357055664062,27.00742530822754,0.6142844811862995
83,0.0,0.0,0.0,35.48035430908203,29.667621612548828,0.8041446983328286
84,0.0,0.0,0.0,25.34678077697754,23.33126640319824,0.47546706266293365
85,0.0,0.0,0.0,27.965150833129883,25.910877227783203,0.5780127332561946
86,0.0,0.0,0.0,27.577770233154297,19.037139892578125,0.4414569382941965
87,0.0,0.0,0.0,28.846345901489254,21.22916030883789,0.5087563632906129
88,0.0,0.0,0.0,22.042654037475582,24.87413787841797,0.43577565708515165
89,0.0,0.0,0.0,36.15129470825195,20.920711517333984,0.6545188696037152
90,0.0,0.0,0.0,31.230270385742188,23.858516693115234,0.6073689363560824
91,0.0,0.0,0.0,22.993690490722656,21.586048126220703,0.3940250745941096
92,0.0,0.0,0.0,23.81506729125977,24.79997062683105,0.4711548531074836
93,0.0,0.0,0.0,27.42701530456543,9.054221153259276,0.25167633370929493
94,0.0,0.0,0.0,28.998231887817383,22.974056243896484,0.5445318074866337
95,0.0,0.0,0.0,26.312461853027344,26.617210388183597,0.5569368120241703
96,0.0,0.0,0.0,28.018848419189453,18.84140014648437,0.4469466097754452
97,0.0,0.0,0.0,19.44222068786621,26.32015609741211,0.40887037028117473
98,0.0,0.0,0.0,28.444334030151367,21.322473526000977,0.5021619634569492
99,0.0,0.0,0.0,26.61376953125,18.70121955871582,0.41517946507161885
100,0.0,0.0,0.0,28.801870346069336,28.201229095458984,0.6381925130750952
101,0.0,0.0,0.0,21.994848251342773,16.7082462310791,0.28210403539851936
102,0.0,0.0,0.0,31.23422622680664,20.60193634033203,0.5465617980138757
103,0.0,0.0,0.0,25.877344131469727,23.566755294799805,0.4908757658112145
104,0.0,0.0,0.0,28.614107131958008,19.60439682006836,0.4735602771736207
105,0.0,0.0,0.0,18.606876373291016,22.624292373657227,0.32243986749320264
106,0.0,0.0,0.0,28.124771118164062,21.6304874420166,0.5012921566230708
107,0.0,0.0,0.0,24.361242294311523,22.77755546569824,0.4446707301070763
108,0.0,0.0,0.0,32.223777770996094,15.294888496398926,0.4678611248560045
109,0.0,0.0,0.0,19.30766868591309,22.11238670349121,0.3274054566188084
110,0.0,0.0,0.0,30.100446701049805,20.387060165405277,0.5190257270236529
