sample_id,t_delta,t_start,t_end,psnr,clip_similarity_target_image
0,0.15,0.5,0.6,16.628659352313704,23.679874420166016
0,0.15,0.5,0.7,16.628659352313704,23.679874420166016
0,0.15,0.5,0.8,16.628659352313704,23.679874420166016
0,0.15,0.5,0.9,16.628659352313704,23.679874420166016
0,0.15,0.5,1.0,16.628659352313704,23.679874420166016
0,0.15,0.6,0.0,26.19046498963668,21.25044822692871
0,0.15,0.6,0.1,23.44864611639882,21.296615600585938
0,0.15,0.6,0.2,21.68560997529877,21.77821159362793
0,0.15,0.6,0.3,20.126625744372344,22.478635787963867
0,0.15,0.6,0.4,18.303608190167253,22.705490112304688
0,0.15,0.6,0.5,16.569063125546066,23.576282501220703
0,0.15,0.6,0.6,14.982655816750103,23.83199691772461
0,0.15,0.6,0.7,14.982655816750103,23.83199691772461
0,0.15,0.6,0.8,14.982655816750103,23.83199691772461
0,0.15,0.6,0.9,14.982655816750103,23.83199691772461
0,0.15,0.6,1.0,14.982655816750103,23.83199691772461
0,0.15,0.7,0.0,23.21104154189655,21.88297271728516
0,0.15,0.7,0.1,21.98811724089961,21.871374130249023
0,0.15,0.7,0.2,20.692850715082933,22.92520523071289
0,0.15,0.7,0.3,19.321909529154983,23.09416961669922
0,0.15,0.7,0.4,17.798886537708288,22.908729553222656
0,0.15,0.7,0.5,16.185074036955402,24.09369850158692
0,0.15,0.7,0.6,14.827326315010492,23.776853561401367
0,0.15,0.7,0.7,12.086324374322682,25.35897254943848
0,0.15,0.7,0.8,12.086324374322682,25.35897254943848
0,0.15,0.7,0.9,12.086324374322682,25.35897254943848
0,0.15,0.7,1.0,12.086324374322682,25.35897254943848
0,0.15,0.8,0.0,19.141590689242424,23.749229431152344
0,0.15,0.8,0.1,19.152613047260697,22.0435848236084
0,0.15,0.8,0.2,18.588783132841,22.7593002319336
0,0.15,0.8,0.3,17.79167599013293,22.428565979003903
0,0.15,0.8,0.4,16.596468343940657,23.573545455932617
0,0.15,0.8,0.5,15.131987419023078,23.642457962036133
0,0.15,0.8,0.6,13.6402531528377,23.840845108032227
0,0.15,0.8,0.7,11.661290492809815,26.112123489379883
0,0.15,0.8,0.8,10.733575547260504,24.360170364379883
0,0.15,0.8,0.9,10.733575547260504,24.360170364379883
0,0.15,0.8,1.0,10.733575547260504,24.360170364379883
0,0.15,0.9,0.0,15.772788831610995,21.14168167114257
0,0.15,0.9,0.1,16.44057670946365,22.96504020690918
0,0.15,0.9,0.2,16.7342882270108,22.485082626342773
