file_id,classifier_full_sdturbo_t00_delta0_tc030|psnr_unedit_part,classifier_full_sdturbo_t00_delta0_tc030|clip_similarity_target_image_edit_part,classifier_full_sdturbo_t01_delta0_tc030|psnr_unedit_part,classifier_full_sdturbo_t01_delta0_tc030|clip_similarity_target_image_edit_part,classifier_full_sdturbo_t02_delta0_tc030|psnr_unedit_part,classifier_full_sdturbo_t02_delta0_tc030|clip_similarity_target_image_edit_part,classifier_full_sdturbo_t03_delta0_tc030|psnr_unedit_part,classifier_full_sdturbo_t03_delta0_tc030|clip_similarity_target_image_edit_part,classifier_full_sdturbo_t04_delta0_tc030|psnr_unedit_part,classifier_full_sdturbo_t04_delta0_tc030|clip_similarity_target_image_edit_part,classifier_full_sdturbo_t05_delta0_tc030|psnr_unedit_part,classifier_full_sdturbo_t05_delta0_tc030|clip_similarity_target_image_edit_part,classifier_full_sdturbo_t06_delta0_tc030|psnr_unedit_part,classifier_full_sdturbo_t06_delta0_tc030|clip_similarity_target_image_edit_part,classifier_full_sdturbo_t07_delta0_tc030|psnr_unedit_part,classifier_full_sdturbo_t07_delta0_tc030|clip_similarity_target_image_edit_part,classifier_full_sdturbo_t08_delta0_tc030|psnr_unedit_part,classifier_full_sdturbo_t08_delta0_tc030|clip_similarity_target_image_edit_part,classifier_full_sdturbo_t09_delta0_tc030|psnr_unedit_part,classifier_full_sdturbo_t09_delta0_tc030|clip_similarity_target_image_edit_part,classifier_full_sdturbo_t10_delta0_tc030|psnr_unedit_part,classifier_full_sdturbo_t10_delta0_tc030|clip_similarity_target_image_edit_part
000000000031,32.64159393310547,20.96286964416504,32.63571548461914,20.882457733154297,32.5377197265625,20.85382080078125,32.38066101074219,20.44764518737793,32.321231842041016,20.671070098876953,32.00007247924805,20.642009735107422,30.705642700195312,20.763751983642578,29.894460678100586,21.63404655456543,31.00358772277832,20.062255859375,24.424026489257812,21.693510055541992,21.547636032104492,23.640844345092773
000000000032,23.71624183654785,15.905401229858398,23.726430892944336,16.11383819580078,23.7403564453125,16.1370792388916,23.76226806640625,16.643997192382812,23.672170639038086,16.86738395690918,23.550704956054688,17.4594783782959,23.438020706176758,17.634185791015625,23.268396377563477,18.715944290161133,22.219911575317383,19.791507720947266,19.82777976989746,21.150421142578125,18.887195587158203,18.597625732421875
000000000033,26.43852424621582,18.5750789642334,26.450927734375,18.531164169311523,26.494436264038086,18.529624938964844,26.432865142822266,17.42481803894043,26.30409049987793,17.930082321166992,25.98642349243164,17.46123504638672,25.18939208984375,21.141887664794922,23.959699630737305,21.321897506713867,23.273412704467773,24.164182662963867,19.844024658203125,18.523141860961914,18.548261642456055,18.63592529296875
000000000034,nan,22.957162857055664,nan,22.63426399230957,nan,22.968042373657227,nan,23.456167221069336,nan,22.647363662719727,nan,22.824748992919922,nan,23.302783966064453,nan,31.881404876708984,nan,35.596839904785156,nan,33.45073699951172,nan,34.44186019897461
000000000035,nan,16.387405395507812,nan,16.438671112060547,nan,18.031051635742188,nan,23.788291931152344,nan,24.124496459960938,nan,21.731855392456055,nan,22.236486434936523,nan,25.191328048706055,nan,25.234758377075195,nan,24.767324447631836,nan,27.633983612060547
000000000036,27.306535720825195,13.361969947814941,27.314741134643555,13.521172523498535,27.322010040283203,13.740418434143066,27.386537551879883,13.490086555480957,27.202709197998047,13.519081115722656,26.979883193969727,13.674152374267578,26.41617202758789,14.293970108032227,24.239933013916016,17.586254119873047,23.989154815673828,20.48748207092285,22.983253479003906,20.855379104614258,20.494482040405273,19.627649307250977
000000000037,20.82889175415039,15.469245910644531,20.8203067779541,15.471580505371094,20.814483642578125,14.661221504211426,20.773618698120117,13.120107650756836,20.688711166381836,13.400201797485352,20.280019760131836,13.349315643310547,19.469091415405273,13.924421310424805,19.15260124206543,17.12302017211914,19.352819442749023,16.00136375427246,19.598621368408203,15.615716934204102,19.383106231689453,14.132610321044922
000000000038,21.56854820251465,15.584593772888184,21.565940856933594,15.397512435913086,21.572717666625977,15.510444641113281,21.57615089416504,15.542608261108398,21.568992614746094,15.371232032775879,21.567928314208984,15.779265403747559,21.53506088256836,15.393508911132812,21.35344123840332,16.2288875579834,20.818283081054688,15.869243621826172,21.279191970825195,15.916097640991211,20.61473274230957,16.775087356567383
000000000039,22.468242645263672,26.1741943359375,22.475229263305664,26.181190490722656,22.464611053466797,26.081382751464844,22.393321990966797,26.159500122070312,22.28292465209961,26.414085388183594,21.962217330932617,26.099491119384766,21.36518669128418,25.304216384887695,20.557628631591797,24.63434410095215,19.4705810546875,24.891525268554688,18.801700592041016,23.997819900512695,18.22770118713379,22.639867782592773
000000000040,32.00395965576172,23.279983520507812,32.00695037841797,23.35429573059082,32.02729797363281,23.342008590698242,32.136802673339844,23.3763370513916,32.0710563659668,23.180309295654297,31.916107177734375,21.470937728881836,31.874441146850586,22.04976463317871,29.916278839111328,23.204023361206055,27.08237648010254,29.95232582092285,27.494808197021484,29.79863929748535,26.638591766357422,25.560224533081055
