sample_id,t_delta,t_start,t_end,psnr,clip_similarity_target_image
214000000003,0.0,0.0,0.0,27.66203117370605,17.33345603942871
214000000004,0.0,0.0,0.0,27.5529727935791,26.99546241760254
214000000005,0.0,0.0,0.0,32.39505386352539,17.472576141357422
214000000006,0.0,0.0,0.0,24.56114196777344,21.96838760375977
214000000007,0.0,0.0,0.0,33.21570587158203,23.416370391845703
214000000008,0.0,0.0,0.0,32.11988830566406,17.51641273498535
214000000009,0.0,0.0,0.0,37.05112838745117,20.80095672607422
221000000000,0.0,0.0,0.0,33.87059020996094,23.221418380737305
221000000001,0.0,0.0,0.0,26.105363845825195,22.118959426879883
221000000002,0.0,0.0,0.0,33.55257034301758,25.248485565185547
221000000003,0.0,0.0,0.0,24.75542259216309,27.81623268127441
221000000004,0.0,0.0,0.0,26.95142936706543,25.32594871520996
221000000005,0.0,0.0,0.0,29.02507209777832,27.982879638671875
221000000006,0.0,0.0,0.0,21.467416763305664,26.66610145568848
221000000007,0.0,0.0,0.0,30.97473907470703,23.97938346862793
221000000008,0.0,0.0,0.0,28.80083656311035,25.9782943725586
221000000009,0.0,0.0,0.0,25.6533317565918,27.559873580932617
222000000000,0.0,0.0,0.0,33.022220611572266,27.306610107421875
222000000001,0.0,0.0,0.0,33.971923828125,21.80097198486328
222000000002,0.0,0.0,0.0,30.41552925109864,18.60410118103028
222000000003,0.0,0.0,0.0,28.00528144836425,22.88993263244629
222000000004,0.0,0.0,0.0,26.36647224426269,20.399560928344727
222000000005,0.0,0.0,0.0,33.38924026489258,19.60263633728028
222000000006,0.0,0.0,0.0,32.410926818847656,17.997562408447266
222000000007,0.0,0.0,0.0,31.382049560546875,20.786190032958984
222000000008,0.0,0.0,0.0,33.558433532714844,24.326313018798828
222000000009,0.0,0.0,0.0,22.13547134399414,22.635417938232425
223000000000,0.0,0.0,0.0,33.84468078613281,16.242876052856445
223000000001,0.0,0.0,0.0,39.64038848876953,27.22337913513184
223000000002,0.0,0.0,0.0,27.57240867614746,21.337390899658203
223000000003,0.0,0.0,0.0,37.48506546020508,29.791969299316406
223000000004,0.0,0.0,0.0,32.544803619384766,30.303550720214844
223000000005,0.0,0.0,0.0,27.66433906555176,21.008583068847656
223000000006,0.0,0.0,0.0,35.019874572753906,25.600948333740234
223000000007,0.0,0.0,0.0,27.92415809631348,25.106508255004883
223000000008,0.0,0.0,0.0,23.89214134216309,28.44193649291992
223000000009,0.0,0.0,0.0,33.200199127197266,21.69147491455078
224000000000,0.0,0.0,0.0,33.39207458496094,19.88276100158692
224000000001,0.0,0.0,0.0,27.394821166992188,28.537017822265625
224000000002,0.0,0.0,0.0,25.933868408203125,21.30289459228516
224000000003,0.0,0.0,0.0,26.25634765625,23.31296157836914
224000000004,0.0,0.0,0.0,25.698904037475582,17.57339859008789
224000000005,0.0,0.0,0.0,32.85578155517578,27.161327362060547
224000000006,0.0,0.0,0.0,26.544404983520508,23.629648208618164
224000000007,0.0,0.0,0.0,33.836021423339844,20.045528411865234
224000000008,0.0,0.0,0.0,28.58497428894043,22.396020889282227
224000000009,0.0,0.0,0.0,26.055030822753903,23.59718132019043
311000000000,0.0,0.0,0.0,35.818695068359375,21.18777847290039
311000000001,0.0,0.0,0.0,34.18036651611328,19.27374839782715
311000000002,0.0,0.0,0.0,26.698564529418945,32.17861557006836
311000000003,0.0,0.0,0.0,24.919347763061523,23.361143112182617
311000000004,0.0,0.0,0.0,28.18084526062012,30.73739624023437
311000000005,0.0,0.0,0.0,27.22989845275879,29.29664802551269
311000000006,0.0,0.0,0.0,33.76056671142578,26.008495330810547
311000000007,0.0,0.0,0.0,27.967269897460938,23.58819580078125
311000000008,0.0,0.0,0.0,25.350725173950195,27.176834106445312
311000000009,0.0,0.0,0.0,33.154022216796875,26.007509231567383
312000000000,0.0,0.0,0.0,29.329057693481445,24.877086639404297
312000000001,0.0,0.0,0.0,25.003665924072266,22.32759094238281
312000000002,0.0,0.0,0.0,26.464160919189453,20.894142150878903
312000000003,0.0,0.0,0.0,25.35529899597168,25.64165496826172
312000000004,0.0,0.0,0.0,31.610092163085938,25.069129943847656
312000000005,0.0,0.0,0.0,26.32231903076172,31.689239501953125
312000000006,0.0,0.0,0.0,30.032421112060547,19.863704681396484
312000000007,0.0,0.0,0.0,30.80241775512696,30.66324043273925
312000000008,0.0,0.0,0.0,26.377559661865234,23.65612030029297
312000000009,0.0,0.0,0.0,28.30195999145508,28.33505630493164
313000000000,0.0,0.0,0.0,23.27602195739746,28.63434600830078
313000000001,0.0,0.0,0.0,34.95392608642578,18.638744354248047
313000000002,0.0,0.0,0.0,28.82561492919922,23.27203369140625
313000000003,0.0,0.0,0.0,22.722797393798828,22.65267372131348
313000000004,0.0,0.0,0.0,31.36125946044922,15.6389799118042
313000000005,0.0,0.0,0.0,27.97050666809082,25.02853202819824
313000000006,0.0,0.0,0.0,35.406639099121094,20.87440490722656
313000000007,0.0,0.0,0.0,24.83309555053711,24.98773765563965
313000000008,0.0,0.0,0.0,28.562477111816406,26.23004913330078
313000000009,0.0,0.0,0.0,32.94314193725586,23.60637664794922
314000000000,0.0,0.0,0.0,30.75248146057129,24.142656326293945
314000000001,0.0,0.0,0.0,30.049331665039062,17.967195510864258
314000000002,0.0,0.0,0.0,30.97851181030273,24.900161743164062
314000000003,0.0,0.0,0.0,25.61283493041992,26.959943771362305
314000000004,0.0,0.0,0.0,26.11175537109375,24.88649559020996
314000000005,0.0,0.0,0.0,27.88821601867676,24.07984733581543
